taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2542738	Tyromyces borealis (Fr.) Imazeki	2542720	Climacocystis borealis (Fr.) Kotl. & Pouzar	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Fomitopsidaceae	7619	Climacocystis	2542719	Climacocystis borealis	2542720	
5248810	Lactarius piperatus (L.) Pers.	5248810	Lactarius piperatus (L.) Pers.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius piperatus	5248810	
2560663	Cordyceps nutans Pat.	3451394	Ophiocordyceps nutans (Pat.) G.H.Sung, J.M.Sung, Hywel-Jones & Spatafora	4	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Sordariomycetes	320	Hypocreales	1290	Ophiocordycipitaceae	8421	Ophiocordyceps	2560546	Ophiocordyceps nutans	3451394	
2594190	Tarzetta catinus (Holmsk.) Korf & J.K.Rogers	2594190	Tarzetta catinus (Holmsk.) Korf & J.K.Rogers	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Pezizomycetes	316	Pezizales	1057	Pyronemataceae	4131	Tarzetta	2583500	Tarzetta catinus	2594190	
5248458	Auriscalpium vulgare Gray	5248458	Auriscalpium vulgare Gray	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Auriscalpiaceae	3283	Auriscalpium	2550316	Auriscalpium vulgare	5248458	
2533043	Hebeloma crustuliniforme (Bull.) Quél.	2533043	Hebeloma crustuliniforme (Bull.) Quél.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hymenogastraceae	3309302	Hebeloma	2528519	Hebeloma crustuliniforme	2533043	
5245835	Coriolus consors (Berk.) Imazeki	2544226	Irpex consors Berk.	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Meruliaceae	3287	Irpex	2518613	Irpex consors	2544226	
6015543	Boletus laetissimus Hongo	8268479	Crocinoboletus laetissimus (Hongo) N.K.Zeng, Zhu L.Yang & G.Wu	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Crocinoboletus	8191716	Crocinoboletus laetissimus	8268479	
9131888	Clitocybe candicans (Pers.) P.Kumm.	7530876	Leucocybe candicans (Pers.) Vizzini, P.Alvarado, G.Moreno & Consiglio	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Leucocybe	7603327	Leucocybe candicans	7530876	
2544588	Gloeoporus dichrous (Fr.) Bres.	10719947	Vitreoporus dichrous (Fr.) Zmitr.	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Meruliaceae	3287	Vitreoporus	10769928	Vitreoporus dichrous	10719947	
2551191	Russula densifolia Secr. ex Gillet	2551191	Russula densifolia Secr. ex Gillet	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula densifolia	2551191	
4911717	Mycena alcalina (Fr.) Quél.	4911717	Mycena alcalina (Fr.) Quél.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Mycenaceae	4180	Mycena	5955261	Mycena alcalina	4911717	
5463382	Lactarius flavidulus S.Imai	5463382	Lactarius flavidulus S.Imai	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius flavidulus	5463382	
2553128	Stereum hirsutum (Willd.) Pers.	2553128	Stereum hirsutum (Willd.) Pers.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Stereaceae	3279	Stereum	2513764	Stereum hirsutum	2553128	
7256310	Cordyceps sobolifera (Hill ex Watson) Berk. & Broome	3450833	Ophiocordyceps sobolifera (Hill ex Watson) G.H.Sung, J.M.Sung, Hywel-Jones & Spatafora	3	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Sordariomycetes	320	Hypocreales	1290	Ophiocordycipitaceae	8421	Ophiocordyceps	2560546	Ophiocordyceps sobolifera	3450833	
3359054	Russula subnigricans Hongo	3359054	Russula subnigricans Hongo	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula subnigricans	3359054	
5248508	Hericium erinaceus (Bull.) Pers.	5248508	Hericium erinaceus (Bull.) Pers.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Hericiaceae	7612	Hericium	5244571	Hericium erinaceus	5248508	LC
9632619	Russula compacta Forst & Peck	9632619	Russula compacta Forst & Peck	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula compacta	9632619	
2553208	Stereum spectabile Klotzsch	2553206	Xylobolus spectabilis (Klotzsch) Boidin	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Stereaceae	3279	Xylobolus	2552368	Xylobolus spectabilis	2553206	
2531814	Tricholomopsis rutilans (Schaeff.) Singer	2531814	Tricholomopsis rutilans (Schaeff.) Singer	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Tricholomopsis	2531807	Tricholomopsis rutilans	2531814	
5460736	Paxillus atrotomentosus var. bambusinus R.E.D.Baker & W.T.Dale	7693097	Tapinella atrotomentosa (Batsch) Šutara	2	VARIETY	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Tapinellaceae	4187	Tapinella	2525650	Tapinella atrotomentosa	7693097	
8879395	Daedalea quercina (L.) Pers.	8879395	Daedalea quercina (L.) Pers.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Fomitopsidaceae	7619	Daedalea	2513778	Daedalea quercina	8879395	
2521101	Inonotus cuticularis (Bull.) P.Karst.	2521101	Inonotus cuticularis (Bull.) P.Karst.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304	Hymenochaetaceae	8468	Inonotus	2520982	Inonotus cuticularis	2521101	
7390219	Lyophyllum semitale (Fr.) Kühner	7390219	Lyophyllum semitale (Fr.) Kühner	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Lyophyllaceae	4178	Lyophyllum	2530661	Lyophyllum semitale	7390219	
8210641	Pseudocolus schellenbergiae (Sumst.) M.M.Johnson	2524071	Pseudocolus fusiformis (E.Fisch.) Lloyd	6	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Phallales	532	Phallaceae	3292	Pseudocolus	2524070	Pseudocolus fusiformis	2524071	
5452310	Amanita pseudoporphyria Hongo	5452310	Amanita pseudoporphyria Hongo	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita pseudoporphyria	5452310	
2547097	Polyporellus squamosus (Huds.) P.Karst.	2547092	Cerioporus squamosus (Huds.) Quél.	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Cerioporus	7240748	Cerioporus squamosus	2547092	
2553044	Stereum ostrea (Blume & T.Nees) Fr.	2553044	Stereum ostrea (Blume & T.Nees) Fr.	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Stereaceae	3279	Stereum	2513764	Stereum ostrea	2553044	
3292343	Merulius tremellosus Schrad.	2544300	Phlebia tremellosa (Schrad.) Nakasone & Burds.	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Meruliaceae	3287	Phlebia	2518738	Phlebia tremellosa	2544300	
5249893	Clavulina cristata (Holmsk.) J.Schröt.	5249883	Clavulina coralloides (L.) J.Schröt.	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Cantharellales	1300	Cantharellaceae	8457	Clavulina	2540196	Clavulina coralloides	5249883	
9090586	Collybia butyracea (Bull.) P.Kumm.	9217873	Rhodocollybia butyracea (Bull.) Lennox	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Omphalotaceae	3305518	Rhodocollybia	2538146	Rhodocollybia butyracea	9217873	
3293936	Rhodophyllus ater Hongo	7622559	Entoloma atrum (Hongo) Hongo	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Entolomataceae	4174	Entoloma	2530002	Entoloma atrum	7622559	
3449173	Podostroma cornu-damae (Pat.) Boedijn	9698565	Trichoderma cornu-damae (Pat.) Z.X.Zhu & W.Y.Zhuang	2	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Sordariomycetes	320	Hypocreales	1290	Hypocreaceae	8419	Trichoderma	7703803	Trichoderma cornu-damae	9698565	
2532215	Resupinatus applicatus (Batsch) Gray	2532215	Resupinatus applicatus (Batsch) Gray	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Resupinatus	2526696	Resupinatus applicatus	2532215	
8276631	Camarophyllus niveus (Scop.) Wünsche	3345381	Cuphophyllus virgineus (Wulfen) Kovalenko	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hygrophoraceae	4176	Cuphophyllus	7244096	Cuphophyllus virgineus	3345381	
2548406	Tyromyces sambuceus (Lloyd) Imazeki	2548406	Tyromyces sambuceus (Lloyd) Imazeki	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Tyromyces	2518649	Tyromyces sambuceus	2548406	
7844383	Porodisculus pendulus (Fr.) Murrill	7844383	Porodisculus pendulus (Fr.) Murrill	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Fistulinaceae	8443	Porodisculus	2531033	Porodisculus pendulus	7844383	
2534205	Pholiota squarrosa (Vahl) P.Kumm.	2534205	Pholiota squarrosa (Vahl) P.Kumm.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Pholiota	2528397	Pholiota squarrosa	2534205	
2522935	Thelephora terrestris Ehrh.	2522935	Thelephora terrestris Ehrh.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Thelephorales	530	Thelephoraceae	3277	Thelephora	2513794	Thelephora terrestris	2522935	
5243243	Lycoperdon umbrinum Pers.	5243243	Lycoperdon umbrinum Pers.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Lycoperdon	9367003	Lycoperdon umbrinum	5243243	
7986826	Clavaria vermicularis Scop.	5244501	Clavaria fragilis Holmsk.	5	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Clavariaceae	8442	Clavaria	9091779	Clavaria fragilis	5244501	
7987658	Coprinus comatus (O.F.Müll.) Pers.	7987658	Coprinus comatus (O.F.Müll.) Pers.	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Coprinus	2526779	Coprinus comatus	7987658	LC
5239476	Clathrus ruber P.Micheli ex Pers.	5239476	Clathrus ruber P.Micheli ex Pers.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Phallales	532	Phallaceae	3292	Clathrus	5239475	Clathrus ruber	5239476	
8287374	Boletus L.	8287374	Boletus L.	2	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Boletus	8287374			
9134585	Calocera viscosa (Pers.) Fr.	9134585	Calocera viscosa (Pers.) Fr.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Dacrymycetes	273	Dacrymycetales	1138	Dacrymycetaceae	7605	Calocera	2512968	Calocera viscosa	9134585	
5249504	Cantharellus cibarius Fr.	5249504	Cantharellus cibarius Fr.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Cantharellales	1300	Cantharellaceae	8457	Cantharellus	9623860	Cantharellus cibarius	5249504	
2534629	Coprinus disseminatus (Pers.) Gray	2534625	Coprinellus disseminatus (Pers.) J.E.Lange	5	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Psathyrellaceae	4184	Coprinellus	2534558	Coprinellus disseminatus	2534625	
3354618	Tylopilus virens (W.F.Chiu) Hongo	9654671	Chiua virens (W.F.Chiu) Y.C.Li & Zhu L.Yang	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Chiua	9787486	Chiua virens	9654671	
3322924	Marasmius chamaecyparidis Hongo	3321114	Marasmiellus chamaecyparidis (Hongo) Hongo	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Omphalotaceae	3305518	Marasmiellus	2523920	Marasmiellus chamaecyparidis	3321114	
5239766	Astraeus hygrometricus (Pers.) Morgan	5239766	Astraeus hygrometricus (Pers.) Morgan	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Diplocystidiaceae	4190	Astraeus	2525061	Astraeus hygrometricus	5239766	
7240464	Phylloporus bellus (Massee) Corner	7240464	Phylloporus bellus (Massee) Corner	6	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Boletaceae	8789	Phylloporus	2524119	Phylloporus bellus	7240464	
2527219	Mycena pura (Pers.) P.Kumm.	2527219	Mycena pura (Pers.) P.Kumm.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Mycenaceae	4180	Mycena	5955261	Mycena pura	2527219	
7441914	Calvatia craniiformis (Schw.) Fr.	7441914	Calvatia craniiformis (Schw.) Fr.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Agaricaceae	4170	Calvatia	9330501	Calvatia craniiformis	7441914	
2527952	Inocybe asterospora Quél.	2527952	Inocybe asterospora Quél.	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Inocybaceae	4177	Inocybe	2527866	Inocybe asterospora	2527952	
5239959	Scleroderma verrucosum (Bull.) Pers.	5239959	Scleroderma verrucosum (Bull.) Pers.	5	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Boletales	1063	Sclerodermataceae	8453	Scleroderma	2524936	Scleroderma verrucosum	5239959	
5462735	Lactarius subzonarius Hongo	5462735	Lactarius subzonarius Hongo	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Lactarius	2532156	Lactarius subzonarius	5462735	
